0	206.866
1	262.876
2	237.808
3	244.9
4	233.131
5	206.625
6	190.098
7	193.998
8	179.195
9	174.329
10	209.556
11	161.748
12	160.086
13	151.743
14	150.758
15	134.587
16	130.637
17	120.473
18	121.208
19	104.533
20	102.653
21	101.446
22	90.9715
23	91.3598
24	81.6861
25	82.1303
26	76.0272
27	82.149
28	72.6535
29	64.0407
30	51.2019
31	54.4451
32	44.5589
33	40.2944
34	40.2944
35	39.1757
36	40.2944
37	37.4659
38	31.8091
39	29.7592
40	28.9807
41	28.9807
42	26.1522
43	23.3792
44	23.3238
45	23.3238
46	23.3238
47	23.3238
48	23.3238
49	23.3238
50	23.3238
51	23.3238
52	23.3238
53	23.3238
54	23.3238
55	23.3238
56	23.3238
57	23.3238
58	23.3238
59	23.3238
60	23.3238
61	23.3238
62	23.3238
63	23.3238
64	23.3238
65	23.3238
66	23.3238
67	23.3238
68	23.3238
69	23.3238
70	23.3238
71	23.3238
72	23.3238
73	23.3238
74	23.3238
75	23.3238
76	23.3238
77	23.3238
78	23.3238
79	23.3238
80	23.3238
81	23.3238
82	23.3238
83	23.3238
84	23.3238
85	23.3238
86	23.3238
87	23.3238
88	23.3238
89	23.3238
90	23.3238
91	23.3238
92	23.3238
93	23.3238
94	23.3238
95	23.3238
96	23.3238
97	23.3238
98	23.3238
99	23.3238
100	23.3238
101	23.3238
102	23.3238
103	23.3238
104	23.3238
105	23.3238
106	23.3238
107	23.3238
108	23.3238
109	23.3238
110	23.3238
111	23.3238
112	23.3238
113	23.3238
114	23.3238
115	23.3238
116	23.3238
117	23.3238
118	23.3238
119	23.3238
120	23.3238
121	23.3238
122	23.3238
123	23.3238
124	23.3238
125	23.3238
126	23.3238
127	23.3238
128	23.3238
129	23.3238
130	23.3238
131	23.3238
132	23.3238
133	23.3238
134	23.3238
135	23.3238
136	23.3238
137	23.3238
138	23.3238
139	23.3238
140	23.3238
141	23.3238
142	23.3238
143	23.3238
144	23.3238
145	23.3238
146	23.3238
147	23.3238
148	23.3238
149	23.3238
150	23.3238
151	23.3238
152	23.3238
153	23.3238
154	23.3238
155	23.3238
156	23.3238
157	23.3238
158	23.3238
159	23.3238
160	23.3238
161	23.3238
162	23.3238
163	23.3238
164	23.3238
165	23.3238
166	23.3238
167	23.3238
168	23.3238
169	23.3238
170	23.3238
171	23.3238
172	23.3238
173	23.3238
174	23.3238
175	23.3238
176	23.3238
177	23.3238
178	23.3238
179	23.3238
180	23.3238
181	23.3238
182	23.3238
183	23.3238
184	23.3238
185	23.3238
186	23.3238
187	23.3238
188	23.3238
189	23.3238
190	23.3238
191	23.3238
192	23.3238
193	23.3238
194	23.3238
195	23.3238
196	23.3238
197	23.3238
198	23.3238
199	23.3238
200	23.3238
201	23.3238
202	23.3238
203	23.3238
204	23.3238
205	23.3238
206	23.3238
207	23.3238
208	23.3238
209	23.3238
210	23.3238
211	23.3238
212	23.3238
213	23.3238
214	23.3238
215	23.3238
216	23.3238
217	23.3238
218	23.3238
219	23.3238
220	23.3238
221	23.3238
222	23.3238
223	23.3238
224	23.3238
225	23.3238
226	23.3238
227	23.3238
228	23.3238
229	23.3238
230	23.3238
231	23.3238
232	23.3238
233	23.3238
234	23.3238
235	23.3238
236	23.3238
237	23.3238
238	23.3238
239	23.3238
240	23.3238
241	23.3238
242	23.3238
243	23.3238
244	23.3238
245	23.3238
246	23.3238
247	23.3238
248	23.3238
249	23.3238
250	23.3238
251	23.3238
252	23.3238
253	23.3238
254	23.3238
255	23.3238
256	23.3238
257	23.3238
258	23.3238
259	23.3238
260	23.3238
261	23.3238
262	23.3238
263	23.3238
264	23.3238
265	23.3238
266	23.3238
267	23.3238
268	23.3238
269	23.3238
270	23.3238
271	23.3238
272	23.3238
273	23.3238
274	23.3238
275	23.3238
276	23.3238
277	23.3238
278	23.3238
279	23.3238
280	23.3238
281	23.3238
282	23.3238
283	23.3238
284	23.3238
285	23.3238
286	23.3238
287	23.3238
288	23.3238
289	23.3238
290	23.3238
291	23.3238
292	23.3238
293	23.3238
294	23.3238
295	23.3238
296	23.3238
297	23.3238
298	23.3238
299	23.3238
300	23.3238
